key|data|validation
939877927|cuttable|620d7225ae5d1fcb105503841444b69b143220b4ed2fd5ab306d5f26cd13452e
947762130|centimo|3ca9aeb456af86e85042194c3a22ff012da7f38a1c21cdb16b074d63f555fb03
608858480|promptive|8d8be9082eea493a7caefccc1803c47b432ef3bd3d48ff1e823bf00ab1cf885f
998111735|depopularize|5b7ecf45d56173442d99615426e8af6a120ad0c37656d7f2a5bcb8e595bc0151
265932044|leucoplastid|ea284899abc6c885b18d0c54cfb0bfc80a4f67c1c3ef3a5e9513035d8d12f0a2
810590191|unwontedness|0bc50e122942e4be54e69b967cfebc88ec496b1c6cb4b8205b4d2835db97fab7
883733193|esplees|7a1880b204cdecde1469368304b24ade34f236972a07e53b997349d518ca5926
251375119|pyeloscopy|6c79b732cf479d9738d64d243d8c47d2571beaa304114e8b8b04aab17367ade1
491382973|epidemy|334bbf5cb81e3ef8bd0d0103dd1fefa12cceb51f72d95d539d558eafc57286f5
928530971|polycotylous|de63963bdd1c86e7d77fbbfe2dee02b69d4a080f7ebee5f1b39d98dfc20186a8
830927571|pseudostalagmite|16f0321825893629bcd88ff53921f0fd757d5eeba4b8c3387ecf1d006f4928fa
809703522|conciseness|862e8f446fd02d8c065a8bf081bb0333df6f092f0b3052a488d21c760a4013e2
633444706|cystospore|92145822609609200a22212d9c29eed0966536cdcab9ced11ebf7b9e3fcb4838
710329518|reannex|88f395e21c2703e19d321fc9582f84f7d061e92ffa7175e9fe01fdecbc887ea1
387798366|nonfaddist|145a0a889b5b33f26af0e56a1e844279e3086ff56dfb70fcbec737530f224877
849760390|semivector|02e41048acf2f28c989e5c56c839a106fcdbdfa5978afa2ac218af5c19987682
388857557|curial|453f24cc10cdbfed6ee558c78c0e6f98ed0f024d081439fbee1f06ca891cef5f
395766209|moonsail|54a857cee0f28fed8678b08ce4773ca268ccac69ef8b45b2b450a243591b7379
865929460|anda|b6f5f8ef9c6c708ebc2cc99a6569f1166a219b7c1c779686cc21968129a0f515
360643343|purificatory|8a3a2714ec828beb7a07c5085edf8128061e0de04c43dc8f5c91cc1309324aef
979905324|unpigmented|fb690ac7c78cc049b120fdcc37a9bbfd6470d72d2b2945c97e6c76ede32a146c
770099877|Ave|ff8efa0923c1a32afdd297ca2747cf4f790b7018c7fa331f4ef568a7d8412ae5
469678775|caesium|0d23b55ea6dbe138b8d369506e030bb4cf57485212300fb855e5538f87155fae
519291718|bombarde|ef337e02f04ddf0966325fb1c58ea5b7e0525448981dc9368cb800ef4adf40d6
577813685|monopolitical|71ef64be553b5ae477c7f52bd0ccb328e9f3af6706d46e7e8af1edb4fdeddc88
512932403|surging|c49b8e7b832daeb22717e14532a485461c4b10d6367e13de41a5444a25418f45
102233287|requotation|3e2c26c5ca6c55377fa1864063de7efcefbf9d1ced82e37571fe3de39896d145
789768421|pipunculid|c55364c3ab956dc2369ed828f1284630488eb90be183944bd25960c87323c2a2
171168855|fluvialist|b672d5dd1552fae1c99b77d7a9ab1fe0c8b0b2e0f1df98a7a34c56e4510d3542
