key|data|validation
563828363|burnie|909255ea808dcef0dfe49a312a2c1f3aa4b13d50a0abcb9273b40bad1a61741d
649789853|jaculatory|7a8c6e732772ea063996b56a1755b4f991daef3aa06ac3d6c4bb47ec21dbe9e3
175400663|stupeous|8714529002aa708a99d16dba64e8b6d4303570635d5f48b86c46e6b124e67588
975325776|morphous|a90f2c6020e881ba9b2df625aa82da64604128410366de7fbf854a0ce9f5b2c5
909786656|ringer|be8adcdd52b6a5f30bc88c7b90ff9aba8054aa39608379dfe3ac9dbbe72c3595
565775366|Mordv|bad9ed639d186e009f681026e6e7b69b37a2e75e4ee33e6701691d7417da3eab
241128635|unheathen|45ad0a7098cb0d6a32bfecf212d9b0a2bea9582be89b2edac58952fc9846d132
588851690|footlight|6f950b970dd21c8a5ed48bc5a53e1cb9d17a89e3986341a3289e36b59a55ff56
242739792|lanthanide|de6ff99679a5451636bee3b850b43366cccbbdfae9931015157cee374bf791b3
624936853|tonguing|9be706f0f799ae6bf2a21af4ccc54f8ce37c884b706b93bbd473e17b8d48249a
562757707|reimmigration|8e5243181e34cf38d88d97d514432a6803fd14350c72d06cb12685be6576d5b2
807498280|ridgel|11521c9c7c81e7c9d77c030ce8ac6bcd59f5db67433abf850540a2242e70edd1
949573254|rackle|26f1377df629877e9f1027bae4791df3e53b62fcf53315b71b97694a2a968e01
222943207|Lupercalian|07136d854ee368973a67c059bafa5a79afffd07501440dfd614e49cca8099ec4
160208815|onolatry|ed8736c252257cc418983f2b03daa2005229348f0ebf6229fbbf691f4f85bf5a
957925429|hulverhead|a531d9e8fddfbcba52ee15ed56ced781496ca0a3cff143a4859bc46b5d8c7847
303496274|endyma|899930676cc907bc9faff24e494361dff8a86bbb6617e4ef8687ce9312d15fe9
168921303|bridemaiden|6b829047c428006c79a5f8c3f94571270b62cee2af2052c9df460eb0fa2c3158
223706981|Cryptomeria|0b9619165c977b1955318d1486b8f9f9037deb6e18071be6933d00171ce9af0b
136916736|postmammary|30dc3fdf3c82113709b1ebf9f349e90d5a83f1cdfca99c3ecf184aa1eb1e4c8a
217766062|noctilucal|d749c9f96dad52fa983c53f4e9519e199db6590bd65deab4eb7c0491d4e6c903
258087522|geochronology|0b5b4388d97546bd15a4bc61ff37f02116a3c52d9fbbd7f9e6c2e03aa767646e
264733680|bullwort|53fc6a1cd4af451be1932cc0425b560539a58edea2f5113c622e354b3555e9e0
775831230|spiritdom|fe451da35d1842acde701002237f52afa5efc22ff209b8f020d96987fa14a102
979268506|scrive|379749368845f678d7aa8f3517c7c3713d80a92c2b3983380dc88f856e68f506
947001320|farmstead|fb7e9e508ed1d28ecc1f5e7bf4e0d2fe83a1110e4aadaa7fbff13523623ae0a0
868511357|tauted|fe80c8354fc3eb928521845c959fd1085fabe54ef33e6cf5f4790931558b892a
911803750|wildly|a8b7d393d1af331eb4773d57f52133b43b687f00354630f819caebe391f2d1f9
118750701|impunity|3c7c9df7eace89365ce27c97f087837dfdc14cd0ee8330b5ffba7f93e87c124e
851572513|wildebeest|f30d7fa99469eee8a23d21fdfb35541bdfe48ba6cc2b0726261cba5cb83686ed
368149817|semitonal|acada01f2f810f17186e266b8e7bd5e2d46d0d5b10d18eecf23f750a2d57eebc
109706576|nasard|e9d680ec021862b066f46f2d441bc0906ebca57a20c4f1266787280616ea8a0f
809297485|Rhipiphoridae|15c378ecedd3166f7a8e71bd97e39d9685b8f34ea3620d9f3b0cb92cea100f24
702988141|rediscover|fff141b31cef7222ff8cdef2e43dc2840bfdd1cb99beb61e8ab9ed387b981d69
796927653|cheirography|3c3640188fefd0607e3f75d657891eb902f6a49b04657c28531059a42beb4a4c
852364749|draughtswoman|7ba4badd9eaf16008fb4ad5029e4c95fb01f47c17155d19831f575a67e4d49cc
296440640|bindingness|a6c8dce4b152a5965821278fd59863c01b5933e1480a63b6307e637c447b0aeb
894435846|aigremore|12ce8c31de010311c43a991f6bfc138a787f8911e1a067ee5e9433de804d1582
413040002|intercosmically|7c8c32bb44bfd92a81abd99043d0bff1b79d1c25d1ee1702a104ad12e872a08b
558510172|anischuria|1ea5b2186a75ee1e91addfb2e608fd3e43c93b44e8132b3df648ce48b1f6adda
527983427|disruptable|cc23d67d65326926d1da505890fc70ca2006e0ffec5cec1f5f045cf3d7ced523
267003441|anthracnosis|6eee986c2ed572fd8ff2bdeaf140337fb950245c05029890feddb9524e2462e2
392570166|muridism|fc51a076a0d786163e507460da95699e97a3045b151de23c68c5d48867943bc9
738241891|blake|0d86f367f3417ade2a5f3385cbbac0559abce63666e30f3f0dcb5b8e38f515e3
811553862|outlandishly|186663af315aede72821e206a04d636871d932daeff027985637f5199a2f2c36
491720148|Hottentotese|31a38b594e8648651a6bb5df2c5d818843af1f38b72852664096c4349fe6f0e0
529104985|Mantidae|f44fd799fad594ec1974a605d164df0a9a455a6d9292b940c66b5d38ee6c7430
674642124|befume|b7a50da90f4cf28d509e6977534a4e2d63e83a709ec70956e3b5bd1a603e9569
329488922|ultraromantic|d09f5cdb2ac5ba32e732b8093976c51ee101a8375a700c0a924577722b2f1c0a
919267379|unrocked|4161f027ba60426757fd60af6e258e0a4ca9746beaaf378cbe89507d4c19018a
759595014|overseam|3441733072a6fc2f08b8aa540dd0b75a0cf7c8129866a561db13e973b1fd2d7a
457045598|binaural|0a09f6313aef6cf9e13e8e19abe7223a6ccdb7b99fd2ec21117ecb131a4f4b34
703478721|buttoned|249e7eec1c8c95af593c8b2195ebd4fdf0573aae59270f9d2358f4e9b0c60beb
818263027|Hydromedusae|cd71b3fa0f6c14480bb0705d63588f3f11d9524ed4e95c5b79e6c99986f19ca5
564129119|Pterostemonaceae|c2929008e575eb38095ed3cd100b09beade69221b720653aa479ac08d4d04808
994590323|unoriental|42e95cb30b44cbcbc79fd2e6d91956c4e2e8d9f076652fe809bf1017494edb70
186334450|crepitant|e48ddfe80733f309f72e51d82df4dde80b2d6154764b836c631b6a2d5affd884
404474252|John|fdd1c666c1082c8994a26aa43222745ebf8f67a88273f50265dbd6deb0311cfa
873450629|threshold|e44f3fb6db1ed83be980f7870135e79ec3f1a6353ae805d5c55a84b8aa6d0eed
966597102|ephyrula|321fa628957b247df2c369e985e37d3106cbef418af494eb270a56d7a70f819d
815898814|pitiableness|12c4f3e09b384472f359b51ec77810b0d2693c7dca1f240d4eb540518bbfd7a9
239912918|Hydrocharitaceae|8fd858555d8d8fa26815898d6b2cf700210ce6645c65178845c174355f733641
666823204|pinchgut|560ed77ab2d7291b81a1d9f5391652f0182d66e42fa00356e358a34315e9a1b4
181722415|poetship|402ee7585c05733a13789f47b183cb7809d687125db5e603dfaf2703bab62229
334777588|Praenestine|75d989b8eea94bc6769c004ad63ac6eada9edff8bb544d07afe68eb167815309
810166810|impasture|ec068eb1f0a59f6f197f6fe535e1c4709f83063f484ba55c09d3707e0c803765
439045404|doubtous|403c91f1978017e546993f8deb443a464be7f1b0703ac77a18872955f6646109
587765159|burbot|7afffb48fbd9d5de5612fb2205a8bb2e6d693bdb3fa28cff3a1e9bd7e78581a8
904830483|barreled|f2ec7586b787f1cdb55074ae7bd324bd496d033b2cc88c32dec338d5b6343d26
239559511|Caeciliidae|7cce89ae840d767b9928b2284f639cc2f555294edc2e9629f8094c1abe2356ac
