key|data-a|data-b|validation
304996798|psychoplasm|vulgarwise|15265af5907a80387810fa9fcdb0cccbf8a80fcaffe1109957f0cc1959ced7be
936949520|prehearing|congelifraction|044435d2876a1ce97623e45076d539b06a3ac3c2a0ca9bb75e7d408b18c9ae62
885773618|foreparents|goniocraniometry|4dcc3bc3a5cf83ad29a080675bbfca70973c7ed10ec57c1042076f4f7ae38377
432398383|grummet|clandestinity|ed606d5b6c63df0b18c45b3c12b0d02020dd05745ab5b81d845e43529b0efd45
925908715|pretemporal|leopardite|4a63e025424cf32b3beaba511a6de94e9362b080e4ccf73868070d69b59b7726
847476550|Euphorbia|entosphere|85d24d2746bd53e4409c595b97ff3c1de15b4566f08dfb56595ed43f4531c1e6
172171889|purveyancer|disenfranchisement|4ca2cb5fce89b507449736c6361f353882862ea76ccd4c6f7df3ca887cb5ed6a
412312733|babudom|colossal|3285ce7e214c5f02eae1f91ae2076cf800bfe102c7102c678a6d35aeb7219a2e
300298004|deprecator|underlineation|0694522fddc3145733d28b5301cd494bd79719735e1c98bd1910900985ba1313
494347229|mundic|whoop|268b622fcbd0d7e723b4aa5e513945e3690acceb003b488165a807e82571350e
244808928|artiness|Darren|cb2bb393acab2ba50642ba18bc3115c81fe738ba1f90975fe729f8431ae7fd9b
556833389|nasological|artlet|1236141c01698e397c6ed2c959d7b2b84374fb0ab35e12373a30573737e7f1e2
907792155|coalizer|Spitzenburg|6b59031983b581275f6e08e528f674ab4d676684b2516da6f30d2a7d6cbad642
924094365|needlemaker|omphalospinous|7bbc7d813e92421c696cb0dea25cdbf9378d139cde4e92f9581b8b00cea6a0f2
932720348|accumulativ|clicky|0d7f6191b1b073743cfd5d8b09119b9134be9a10bc6bb056b1f05861b3d06037
901577961|photelectrograph|kilim|2422a6c2d84c794a89038a27bb9a00631cadbdf398259cfa397d982b79e9721b
225209990|solaristics|archigaster|652de6030957e46101a3cfe83bef032cfbd8330e298d0edfa35c5f2f74ee149b
883969195|dayblush|filipuncture|474fdd51630a9155ca7cc92f727e59f36ceacb0af1f672ea9dfd3011b9148e3d
934887024|mineraiogic|macrolepidopterous|f218261a022cb236f781d4dd375fc8443f3aafcea71acef16c139d36f14e72c2
150167564|aegicrania|sunblink|814ac6bcba73f76dbfa9477d4b8ce5333b63f6f13f5b163302a3a536a38c8348
785466183|gastrodiaphanoscopy|hecte|0dc2a6829a64dd9d1014a339825236c285d8da6d5d485ada4789c28e7a9aabef
233874627|lagniappe|gilder|52d631376299cc9973ef777fe0d73aac3de11ba1bdb25e8eaaa746339a830642
468473970|woodwose|organogen|11590808dc0150ddf53e8b4e18f6f5a45d623d4c093e033eb22c28ccdbc17ca5
297497003|voiturette|bucciniform|be91accb9b93d3f1b94c20162ecf68c8e19866224864aa8225a4b349cef052ac
205926963|micrencephalia|mortal|79cffa9981bb272805e1055e5b237104ebe8970f05cb1e1f245ab22d1064f359
613408860|brittlestem|ventral|9204c9df1989c29ab17d9e2ff98ace80d024b7361f602f0e539c3461d0dfd63a
896510680|cyclopia|Exchangite|27791eb8d9fa692331a0fddb0da9456e0bb83b382af4568bba2908bd426abc0d
375950657|canjac|biotype|1535dcadb9809b0337753f5e48c89d94ee2ac335775c8483899b45dee81336b9
116346338|semimystic|plainsman|44c0da68cbd03b87c16538452158dbe770ba4a61b606fc3c841cf5093aec2517
689411878|unspaded|eucaine|50509dc9abb4ea8bc82423cf295029ef9f2d90a65446339de3866bb79f9e9be6
438783282|unadaptable|scapiform|e3b7b8baf494b29f643bdccba31230fcdee8c2915bbff87a9cdde02b80d6470d
779032904|endopodite|messengership|26e45814bf9e8fcff245c8382b994144a49e55a5f6ab9e632482ba9d64f80e5b
267898933|remonstrative|pasang|eb40c64205648f46a7df3f286a8098835a31e2c06d2b5b96bcb6bd3fc06f7c66
133777686|Socratean|purvey|c09624425629bfa0dd9865c90af2c0f101e406b9aa46d3d0cec5486c0ed2cf2d
596928338|bedismal|bridleless|650ab8eb919aeb8d58be497c0b837b2ca64300ac7c0044b96088a96dee44adec
191074451|meditullium|sarcostyle|c1da85c01fcde10e4791856314e68d5a90b938f745fa2d64c0e5d78d4e095267
293235431|sagaman|beer|9a8b601cfb013f0b1520918b092ff18a97e85e5860da62a24c774073657f31e3
708319896|nilgai|untine|22e99fc77052ddf5aa3bb8b86d2e65ddec3eb81437de29b953bae93d3184ba95
924715289|dirgeful|undiscerning|c0deb0e937abfc9a4c2e6cf75c0c88fdcaa6f4d5264a0a554857657f2a8b9b1e
