key|data-a|data-b|validation
893807201|hyperacusia|wonderingly|d37514981aa284e13e26c703761206144799b5234644089cf354707751240349
321210249|attire|fostership|4d6a84dc17cf2e76ec8346a13d9935887b06e4c61bd5718721359e0189498606
853346598|Chinhwan|bilateralism|a1c48f535e5884f63676c2c177d6fa1aa24992254c5aa583cd831ca41ba172d4
121629990|canaliferous|melomane|3fb5d80af9fcb9f68cfcdf785f7296721e80bb199019bb11c0014246843cd59c
781524002|rip|predisaster|19bbaf608983f3b276b247aa4ae641367fa289735780d537f0ac032b53e33af8
493936041|overhurry|Mniotiltidae|05929939cd25290e8991ba96fbf0c7774b58d65fdf23a86d69dab43273ad373d
262405513|Cestraciontidae|conformably|8b056ced2d5d551b45b7dc50989ff952031d740500c90d6635f8862c1e911e62
658383391|Ethel|sclerotitic|e5a7683fa571823cc9e809c8274760f1fca907a940655d8293c76df11cbe40d1
201355256|alalonga|helcotic|a94070bd573ab3dbb03d0f8be82bc84adbe8d9a9bbf1131c041dc5bc4c1737b1
333716767|chylocaulous|Juverna|ab6b4282ccf6f439cf5feeedd851d315ae5ca8e858e13d2cd3ed4c88c1b589d8
429234896|solidi|allegorism|761391ef2e122081f8261c5337a78e9644412e556b00f2dcf29200ca74855401
917417434|deliverable|galvayning|0569a5dae6ff73f12073b1f98e69452430d9f0e78d4be7bcd95de6d828f03201
974550654|arthrography|Mil|8793aaf2c13a6d1f5edef6979487f9a3526715dc70c7f9ee5e9f6a4bed1c3bb7
741707365|Phaneroglossa|tinselwork|3d3d592e14bee2e9609c543fa0ba43743632e80b2492cfe317da2242eef14e65
693110215|yaupon|benumbed|cb7bdfab79ae2cdf4db5ae16e8797f9cc36bca2305139dcbc35ed6ceba3cc8df
776267552|deprecatory|uninstanced|60cf527dce9f379bd5d9922054737ef17bf84e81962acb04225f65b7c264d3bf
862950556|unrighted|bangster|c771612c1695e4cec36bcfc11bf7623269e1bffaa72d26aea73f27f03bd5ac8c
198182345|reappropriation|remargin|b734471cd039bb9cdef3e13c3a719ec5a4daa0a69870ff67bd9973ca8cae8fc5
177842540|underengraver|smolder|785f9f2298c1045e767de605c4758044365429ca55903aa25747c83f893d4b93
371094434|diastrophe|Pelasgian|418bb904575f76cc3b6fedfecbabe4111236ce57bff9f3b92346a11e2f41ce82
526114332|polypsychic|vulnerary|38c62b097d4fbbee044bd4d2bcc370f9f97fa4e1f37659634154f94afc3716cd
385151190|malacologist|diprismatic|2a2ab06d72b1af201099540ecb822a1025640aedbc370fb98cc87791d08e783f
396465531|testudineous|Bakshaish|18e23cd80244f81c5a975e2bf844a2e3397cd87c0b0729d8d371c2f727199cdb
304250107|coltishness|ideologue|ab5ac517b5501d75e64ef33bfe5e111401a911277886a3496e5c8bba78d7073d
771235234|rhinorrheal|superindifference|e934b26421afaf47f5ca116691d6fa5c67096e7e221a4419704279f689ca9666
782855360|forcemeat|Iscariot|bcfd118c1966de76274f64e6d26b22186f633cacfa141e9b6fd05e945e4e6b73
866905747|monk|gloriole|524277308de8d32c526e37ec5d4620cf3e474d114c3019fbaf8034d79e7910d6
197542300|absenteeship|Gona|d71ad0ca291762b27db832bddbeeb1d4df92fc384fc86ce35504059b264d2e2a
357555357|villageward|unalienably|86dc78938d54d79eed4481b750b57fb4feec6f0e91586010c68512f6edf3ef8e
641056125|holocentrid|miscount|5b8d090157c8cb89475164eea876f87c13eac37c9ee4d6c6646249ad394b9dea
276397933|unoily|enigmatical|dbfb721043dd2bbd5a0c8ee514ecf225160be4f97f553fa093946472ac36472c
561632635|fat|retelephone|a463c015ca8f5e7effe9376345342bfba3d1b42e060fa1944bcec95da7be247f
825392803|tengerite|Anglification|a39b72ff2659983e7c9144deefa7ce3de561498d0cd3f3f5811aa56a0be175fe
